Total_OD
11.627452451809411
41.402595457437
61.34801129537792
87.18489473490585
111.29379495983082
136.49286751718844
162.26303083809117
186.0819620136923
212.2906182031933
238.39691477812843
257.40486788397766
279.3812963085393
298.947696825465
323.9228177618538
341.30990948457014
361.9316115568943
384.32070011967403
409.78513078489834
427.47765287364746
454.47634792350806
476.0013721161033
497.7556307228392
521.7984587380773
541.8661903799209
557.5505347166369
582.314022220688
600.8623944275199
625.074049701147
644.5225294549493
661.3264303834775
683.6547668305932
706.1769290041813
730.0911541959246
747.8663719645419
774.0269395578298
790.0025070229711
814.2313032072213
832.0407725983698
852.9762675316239
878.488104538463
904.6367297317383
920.6730174390805
942.8577881688843
967.4726990947149
988.740030486066
1013.9291889176092
1036.022793719835
1064.432176226725
1085.6625728690806
1104.6467347222147
1127.2488088140728
1148.706371341514
1165.0674955758113
1182.9530891034597
1204.243399465618
1229.616786959839
1252.1485198571995
1276.773590179972
1301.207284295807
1328.3339646506663
1345.5185184071051
1368.738289846264
1388.1171709286364
1406.9264251826216
1428.8963081261609
1445.6084104134948
1466.1074260721662
1483.2150275398174
1503.6237275371202
1523.493654057909
1553.394305281686
1578.23815184115
1597.8149322265758
1624.729874407191
1646.0315613471817
1670.2715171637285
1694.560526499493
1715.1732000230938
1731.0586865510372
1758.014588346202
1776.5011596621239
1799.3359796839368
1816.8722423265708
1846.3267434562092
1865.3044574161045
1884.5415927175534
1903.986109238457
1917.264715777477
1944.1580354508014
1968.1161950859068
1993.3638985340476
2023.116855329243
2041.8994822969748
2060.885185307468
2078.3217943635314
2104.45088037123
2129.4982013203853
2145.209343145297
2161.3551749098683
2184.0458285386603
